domain,edge,x,y,n_genomes
Bacteria,23218,-0.7961888074288078,-0.2273973936900089,382
Bacteria,23218,-0.7963805276964785,-0.22672504678088515,382
Bacteria,23218,-0.7965716801964603,-0.2260525382315011,382
Bacteria,23218,-0.796762264792474,-0.22537986852131173,382
Bacteria,23218,-0.7969522813486449,-0.2247070381298869,382
Bacteria,23218,-0.8030826835128653,-0.2264355538078091,382
Bacteria,23963,-0.7958036641375411,-0.2287416006702319,0
Bacteria,23963,-0.7956102413885272,-0.22941345978299874,0
Bacteria,23963,-0.7954162514209887,-0.23008515533884108,0
Bacteria,23963,-0.7952216943732279,-0.2307566868588835,0
Bacteria,23963,-0.7950265703839511,-0.2314280538643676,0
Bacteria,23963,-0.7948308795922693,-0.23209925587665217,0
Bacteria,23963,-0.7946346221376973,-0.23277029241721378,0
Bacteria,23963,-0.9413363985323491,-0.27574326947885325,0
Bacteria,23974,-0.7990632623429049,-0.2615005992521506,5
Bacteria,23974,-0.799277755493079,-0.26084426428285856,5
Bacteria,23974,-0.7994917095426188,-0.2601877533780957,5
Bacteria,23974,-0.7997051243472157,-0.25953106698066836,5
Bacteria,23974,-0.7999179997629247,-0.2588742055335014,5
